time,weight,date,tag,comment,unit,max,avg,duration
2788183,6.469376802444458,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2798836,6.494172811508179,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2809488,6.524414777755737,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2820140,6.543985605239868,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2830793,6.577592611312866,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2841445,6.617575407028198,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2852097,6.618549585342407,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2862748,6.6197450160980225,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2873400,6.606638669967651,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2884052,6.62802529335022,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2894704,6.666945695877075,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2905354,6.712773561477661,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2916006,6.743901014328003,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2926658,6.785300970077515,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2937309,6.8177125453948975,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2958614,6.905028581619263,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2969266,6.9345619678497314,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2979918,6.957985162734985,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
2990569,6.965822458267212,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3001221,6.95789647102356,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3011873,6.934960603713989,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3022523,6.9133970737457275,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3033174,6.9268577098846436,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3043826,6.924776792526245,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3054476,6.903700113296509,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3065130,6.889974355697632,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3075781,6.8826682567596436,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3086432,6.867038011550903,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3097084,6.833165407180786,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3107736,6.810760736465454,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3129039,6.782909631729126,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3139692,6.775470972061157,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3150344,6.7475316524505615,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3160994,6.702279329299927,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3171643,6.625722646713257,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3182294,6.566035985946655,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3192946,6.536413908004761,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3203598,6.500858545303345,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3214250,6.4338219165802,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3224902,6.385071516036987,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3235554,6.40256142616272,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3246205,6.470660924911499,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3256855,6.657071828842163,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3267507,6.865222692489624,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3278159,7.042334794998169,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3299462,7.315884828567505,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3310115,7.445176362991333,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
3320765,7.696321725845337,"2022-02-20 10:53:02","Haubl L Finger","76.6","SI",68.24473309516907,32.64508955313114,10
