time,weight,date,tag,comment,unit,max,avg,duration
2602425,9.792443990707397,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2613058,10.100397825241089,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2623692,10.422122716903687,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2634326,10.743714094161987,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2644961,11.03803038597107,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2655594,11.332257986068726,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2666228,11.666290998458862,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2676860,12.063775777816772,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2687493,12.48539137840271,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2698126,12.937602758407593,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2708760,13.47420859336853,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2719393,14.094588041305542,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2730027,14.724929571151733,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2740661,15.34420371055603,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2751294,15.978042364120483,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2772559,17.351194143295288,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2783191,18.047820806503296,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2793824,18.74307417869568,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2804457,19.443376302719116,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2815091,20.174140691757202,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2825726,20.910972356796265,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2836359,21.67259955406189,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2846993,22.450874090194702,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2857626,23.192088842391968,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2868259,23.858030080795288,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2878894,24.5037362575531,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2889528,25.258058309555054,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2900162,26.078485250473022,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2910797,26.81930136680603,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2921430,27.377160787582397,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2942697,28.164336919784546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2953330,28.42792296409607,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2963964,28.623943090438843,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2974597,28.825053930282593,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2985229,29.039092779159546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
2995862,29.307462453842163,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3006496,29.66305899620056,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3017130,30.078120946884155,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3027764,30.48574423789978,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3038397,30.864810705184937,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3049032,31.249053716659546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3059664,31.609966039657593,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3070297,31.981590032577515,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3080930,32.41981101036072,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3091562,32.805694341659546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3112826,33.2987744808197,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3123459,33.571704626083374,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3134092,33.93668723106384,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3144725,34.36582922935486,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3155359,34.85275626182556,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3165992,35.378291845321655,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3176625,35.93725943565369,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3187258,36.483516454696655,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3197891,36.98235297203064,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3208525,37.34733557701111,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3219160,37.596668004989624,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3229793,37.86654257774353,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3240425,38.20849967002869,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3251059,38.62360739707947,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3261692,39.059261083602905,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3282957,39.81986975669861,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3293589,40.17767691612244,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3304222,40.64087271690369,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3314856,41.15595984458923,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3325490,41.608569860458374,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3336125,41.97010016441345,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3346758,42.352927923202515,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3357393,42.705955266952515,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3368029,42.97985816001892,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3378662,43.315753698349,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3389296,43.80520224571228,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3399930,44.433154821395874,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3410564,44.993404150009155,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3421199,45.41621375083923,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3431832,45.76047492027283,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3453099,46.156055212020874,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3463733,46.43717932701111,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3474367,46.986358404159546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3485000,47.705920934677124,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3495631,48.37004828453064,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3506266,48.923125982284546,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3516900,49.25928473472595,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3527534,49.302940130233765,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3538168,49.151599645614624,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3548802,49.07809805870056,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3559437,49.296165227890015,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3570071,49.85265326499939,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
3580705,50.48711371421814,"2023-01-10 07:59:44","Lippi R 90","75.0","SI",84.59276556968689,36.11828272170496,10
