time,weight,date,tag,comment,unit,max,avg,duration
2772855,16.307117223739624,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2783489,16.851560354232788,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2794124,17.39489722251892,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2804757,17.894752264022827,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2815392,18.378089666366577,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2826026,18.863378286361694,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2836660,19.334850072860718,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2847293,19.82505202293396,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2857927,20.340272665023804,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2868558,20.841190099716187,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2879191,21.298227071762085,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2889824,21.728965520858765,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2900455,22.291959524154663,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2911088,22.932042837142944,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2921721,23.502788305282593,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2942993,24.63001799583435,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2953627,25.31468939781189,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2964262,26.01485800743103,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2974897,26.700414419174194,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2985531,27.442027807235718,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
2996164,28.175273656845093,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
3006800,28.856799840927124,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
3017434,29.55258536338806,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
3028069,30.283038854599,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
3038703,30.96762442588806,"2023-01-10 08:02:05","Lele L 90","61.0","SI",82.28495001792908,32.06357716348437,10
