time,weight,date,tag,comment,unit,max,avg,duration
2443456,1.2093663215637207,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2454091,1.228450059890747,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2464728,1.2578506469726562,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2475363,1.2949113845825195,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2485999,1.3057596683502197,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2496634,1.301464557647705,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2507267,1.3353815078735352,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2517904,1.380899429321289,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2528539,1.4172515869140625,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2539174,1.454578161239624,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2549810,1.4783110618591309,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2560445,1.5055863857269287,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2571080,1.546499252319336,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2581715,1.5905117988586426,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2592350,1.6341698169708252,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2613622,1.7379133701324463,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2624257,1.7845823764801025,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2634893,1.8365647792816162,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2645530,1.8614490032196045,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2656165,1.9082951545715332,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2666799,2.012127161026001,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2677434,2.120962619781494,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2688070,2.2291781902313232,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2698707,2.3341171741485596,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2709344,2.4532692432403564,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2719978,2.5625035762786865,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2730614,2.700695276260376,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2741250,2.8449971675872803,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2751887,2.9640166759490967,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2762522,3.0889251232147217,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2783794,3.5141713619232178,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2794429,3.764785051345825,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2805065,4.014513254165649,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2815701,4.256581544876099,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2826337,4.506664037704468,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2836973,4.818602800369263,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2847609,5.157639741897583,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2858243,5.459306001663208,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2868876,5.752293825149536,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2890143,6.483811140060425,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2900779,6.936819791793823,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2911414,7.369372129440308,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
2922050,7.731433629989624,"2023-01-10 07:54:46","Lele L 90","61.0","SI",82.57740759849548,27.482871899207456,10
